"","Score","Age","PTS","AST","TRB","MP","FT","FG","Rk","X3P","X2P","Role","Salary","G","TOV","mean_views"
"777",139.8,25,3.4,0.5,2.1,7.7,0.3,1.4,294,0.3,1.1,"Front",9904495,33,0.3,339.504109589041
"778",52.8,29,13.2,1.7,5.6,22.3,1.7,5.5,39,0.5,5.1,"Front",2116955,74,1.9,1473.45628415301
"779",111.2,26,4.6,2.2,2.7,16.1,1.4,1.5,88,0.3,1.2,"Back",2700000,52,1,1053.4602739726
"780",77.8,24,9.2,1,4.1,25,1.6,3.8,273,0,3.8,"Front",13000000,74,0.7,634.298630136986
"781",57,30,17.1,4.1,2.3,31.1,4.4,5.3,106,2,3.3,"Back",28530608,12,1.5,13.9644808743169
"783",157,26,7.6,1,4.3,20,1.1,2.7,362,1.2,1.5,"Front",5000000,53,0.8,150.413698630137
"784",126.5,29,8.8,1.1,3.3,18.5,0.7,3.6,443,0.9,2.8,"Front",1709538,76,1,223.317808219178
"785",150.5,29,4.3,0.8,4.1,16.7,0.5,1.9,406,0,1.9,"Front",12400000,55,1.1,611.972677595628
"788",160,28,0,0,0,2,0,0,281,0,0,"Front",3028410,1,0,348.07650273224
"789",145,32,7.1,1,2.3,15.9,0,2.5,472,2.1,0.4,"Front",10500000,10,0.7,4.14484679665738
"790",123.2,22,3.3,2.3,0.7,8.3,0.7,1.3,354,0,1.3,"Back",77250,3,0.3,43.4876712328767
"791",136.8,24,11,1,4,17,1.8,4.6,196,0,4.6,"Front",1471382,76,0.9,296.701369863014
"793",52.2,21,12.7,1.3,6.4,28.2,2.5,4.7,486,0.9,3.8,"Front",2483040,65,1.5,482.682191780822
"796",76.8,29,6.8,1.3,4.1,20.5,0.5,2.6,49,1.1,1.4,"Front",3950000,67,0.8,241.26301369863
"797",107.2,23,4.4,0.7,5.6,15.7,0.7,1.8,370,0,1.8,"Front",4187599,30,0.9,1101.98904109589
"798",123.2,37,2.1,0.3,1.3,5,0.3,0.9,105,0,0.9,"Front",2328652,15,0.5,395.592896174863
"799",79.2,32,7.3,0.5,1.6,17.4,0.7,2.5,534,1.5,1,"Back",5192000,80,0.5,42.9535519125683
"800",59.8,29,11.6,5.5,4.8,31,1.7,4.2,33,1.4,2.8,"Back",22434783,64,2,309.87397260274
"801",122,24,0,0,0.8,2.5,0,0,74,0,0,"Front",393041,4,0,20.2
"802",122.2,24,4.4,1,1.6,12.8,0.5,1.5,462,1,0.5,"Back",3807146,41,0.6,549.008196721311
"803",53.8,22,18.5,6.1,10.7,32.6,3.5,6.7,263,1.5,5.2,"Front",1471382,75,2.8,1466.97260273973
"804",60.5,26,15.6,1.5,7.4,27.2,2,5.6,342,2.5,3.1,"Front",12500000,55,1.1,7.34794520547945
"805",114.5,27,16.5,3.4,9.2,29.5,1.4,7,494,1.1,5.9,"Front",12250000,57,1.9,376.583561643836
"806",141.8,22,4.9,0.6,5.8,16.2,0.7,1.9,493,0.4,1.6,"Front",4031018,54,0.6,225.980821917808
"807",111.5,24,5.5,1.3,1.7,15.2,0.5,2.1,413,0.8,1.4,"Front",1471382,70,0.9,322.569863013699
"808",102.5,20,5.9,0.7,2.5,20,0.5,2.2,18,1,1.2,"Front",1645200,74,0.6,481.813698630137
"809",153,25,3.3,0.3,1.8,13.3,0.3,1.2,511,0.7,0.5,"Front",1460927,6,0.2,99.7978142076503
"810",81.2,31,1.2,0.2,2.6,10.1,0.2,0.5,23,0,0.5,"Front",10595505,18,0.5,8.83333333333333
"811",62.8,29,5.7,1,3.8,14,0.9,2.3,90,0.2,2.1,"Front",2106470,53,0.7,270.122950819672
"812",53.5,24,14.7,2,6.4,31.6,1.4,5.8,409,1.8,4,"Front",24773250,77,1,761.479452054794
"814",118,23,7.3,2,4.5,20.7,0.7,3.1,448,0.4,2.8,"Front",1312611,81,0.8,249.32602739726
"815",78.8,25,5.4,1.1,2,18.1,0.5,2,107,0.9,1.1,"Back",1471382,82,0.5,260.087671232877
"816",96.8,29,12.2,2.9,4.1,30.4,1.3,4.4,45,2.2,2.2,"Back",5513514,11,2.3,1326.49863013699
"817",85.2,22,4,1.4,1.4,16.9,0.5,1.6,321,0.3,1.3,"Back",1312611,57,0.7,1018.68767123288
"818",127.2,28,3.9,0.7,2.4,15.5,0.5,1.3,393,0.8,0.5,"Front",5192000,82,0.4,444.175342465753
"820",51.2,37,10.1,3.1,8,23.5,2.1,3.7,171,0.6,3.2,"Front",16000000,77,1.4,2672.23287671233
"821",5.8,27,21.9,3.3,5.7,36.6,4.3,7.3,173,3.1,4.2,"Front",19300000,79,2.7,4252.92602739726
"822",77.2,32,14.6,2.8,6.4,30.1,2.9,5.3,341,1,4.3,"Front",30769231,38,1.9,1076.96438356164
"823",141,23,4,0.9,2.4,15.3,0.4,1.5,538,0.7,0.8,"Front",1312611,54,0.8,189.838797814208
"825",69.5,27,5.9,0.8,3.7,19.4,0.7,1.9,2,1.5,0.4,"Front",1709538,70,0.9,230.142076502732
"827",96.2,24,9.5,2.7,2.5,22.4,0.7,3.7,108,1.4,2.3,"Back",189832,33,1,518.98904109589
"829",45.5,31,8.3,8.2,4,26.2,0.4,3.6,432,0.8,2.8,"Back",6300000,65,2.3,2608.80547945205
"830",127.8,31,4.9,2.8,1.4,14,1.6,1.5,446,0.3,1.2,"Back",2986463,28,1.1,206.781420765027
"831",121.8,21,2.3,0.5,0.8,7.6,0.1,0.8,492,0.5,0.3,"Back",2338653,28,0.2,143.51912568306
"832",112.2,25,4.5,1.8,1.2,12.1,0.6,1.7,367,0.5,1.2,"Back",1471382,41,0.9,21.0493150684932
"833",89.2,33,6.9,2.5,1.9,16.6,0.4,2.7,158,1,1.7,"Back",2328652,82,0.9,441.054644808743
"834",142,26,11.3,1.5,2.5,27.9,0.6,4.3,76,2,2.3,"Front",2500000,62,0.8,154.427397260274
"836",58.2,27,14.6,5.3,2.8,26.7,2.5,5.5,247,1.2,4.3,"Back",16000000,45,2.2,410.808219178082
"837",132.8,37,1.5,0.8,0.9,8.2,0.2,0.6,251,0.1,0.5,"Front",4828652,20,0.3,2951.38797814208
"838",135,24,6.5,1.3,4.4,15.5,0.8,2.8,224,0.1,2.7,"Front",1471382,48,0.5,248.134246575342
"839",52.8,27,13.1,5.3,4.6,29.3,2.9,4.5,436,1.2,3.2,"Back",14100000,77,2.7,1264.99452054795
"840",56.8,27,12.6,2,5.4,31.7,1.5,4.3,113,2.5,1.8,"Front",16698103,80,1.6,655.679452054795
"841",70.8,29,11.8,1.9,4.5,26.4,1.1,5.3,303,0.1,5.3,"Front",13788500,64,1.7,1152.89863013699
"842",58.2,25,14.7,1.6,2.8,26.9,1.9,5.4,225,2.1,3.3,"Back",2386864,60,1.2,267.093150684932
"843",128.2,26,5.1,0.9,1.8,16.6,0.2,2,328,0.8,1.2,"Back",1312611,18,0.2,159.257534246575
"844",57.8,24,2.4,1.6,1,13.3,0.7,0.7,27,0.4,0.3,"Back",4328000,29,0.6,6.17183098591549
"845",71.2,23,13.9,2.5,6.8,28.2,3.7,5,223,0.2,4.8,"Front",1455720,68,1.8,255.720547945205
"846",108.2,24,5,1.4,3.4,16.7,0.9,1.7,377,0.6,1.1,"Front",815615,69,0.8,69.6712328767123
"847",61.8,31,11.5,1.3,5.1,21.6,2,4.4,172,0.6,3.8,"Front",8406000,57,1.4,1226.01095890411
"848",66.2,25,13.5,1.4,10.7,32.4,3.6,4.9,178,0,4.9,"Front",21224719,56,1.9,1269.0602739726
"849",3.5,29,25.4,10.3,10.1,36.4,5.2,9.5,508,1.2,8.3,"Back",28299399,80,4.8,7191.79726027397
"850",62,29,9.3,0.9,5,26.1,1.1,3.1,14,2,1.2,"Front",19578455,66,0.6,666.575342465753
"851",105.2,23,2,1.5,1,12.7,0.2,0.7,19,0.4,0.3,"Back",77250,24,0.5,452.487671232877
"852",148.8,31,3.5,0.6,4,12,0.6,1.4,334,0,1.4,"Front",1471382,61,0.6,363.256830601093
"853",128.8,23,4.2,0.5,2.4,12.1,0.5,1.8,126,0.1,1.6,"Front",1794600,73,0.5,491.655737704918
"854",86.8,28,6.3,0.9,1.7,12.3,1.2,2.1,274,0.9,1.2,"Back",4774445,52,0.7,313.155737704918
"855",94.2,23,2.7,0.3,2.2,15.8,0.3,0.9,379,0.5,0.3,"Front",1291892,73,0.3,330.468493150685
"856",48.2,28,12.6,0.8,6.3,27.5,1.2,5,233,1.4,3.6,"Front",20061729,76,1.2,1666.67123287671
"857",117.2,25,5,0.3,1.8,9.7,0.9,2,358,0.2,1.8,"Back",1924755,43,0.1,426.084699453552
"858",102.8,26,8.7,2,2.3,20.7,1.6,3,365,1.1,1.9,"Back",2361359,74,1.2,500.616438356164
"860",80.8,32,5.5,2,1.8,15.9,0.7,2.4,300,0,2.4,"Back",7692308,71,0.8,2751.53278688525
"861",127.2,27,6.9,3.9,2.4,19.8,1,2.6,309,0.7,1.9,"Back",6000000,69,1.3,201.325136612022
"863",140.8,21,8.7,1.2,4.8,20.7,1.6,3.4,282,0.3,3.1,"Front",1312611,60,1.2,469.109589041096
"864",153.8,26,2.4,1.8,3,15.6,0.3,0.9,218,0.3,0.6,"Front",12236535,12,0.8,134.098630136986
"865",44.8,24,12.6,6.6,3.2,28.8,2.7,4.1,133,1.8,2.3,"Back",1524305,80,1.6,219.846575342466
"866",99.5,21,8.7,1.6,3.7,27.4,1.6,3,260,1,2.1,"Front",3097800,69,1.1,317.257534246575
"867",1.2,29,26.4,6.1,5.1,32,5.5,8.4,120,4.2,4.2,"Back",34682550,51,3,15776.4
"868",119.2,22,4,0.5,2.6,14.4,0.4,1.5,73,0.6,0.9,"Back",815615,54,0.5,113.350684931507
"869",47,24,13.9,1.2,9,32.7,2.1,5.9,3,0,5.9,"Front",22471911,76,1.7,1365.13150684931
"873",66,32,12.2,1.2,7.1,33.2,1.7,5.2,176,0.1,5.1,"Front",14000000,82,1.1,721.183561643836
"874",125.8,26,3.5,0.3,3.2,10.5,0.6,1.5,50,0,1.5,"Front",3290000,51,0.7,248.896174863388
"875",93.8,19,3.1,0.3,0.8,12.5,0.1,1.1,159,0.7,0.5,"Back",1785000,61,0.2,529.104109589041
"876",125.2,26,8.7,1.6,3,25,1.1,3.2,434,1.3,1.9,"Back",10500000,24,1.2,527.958904109589
"877",55.8,23,11.3,2.9,4.7,25.9,1.4,4,435,1.9,2,"Back",1988520,80,1,559.86301369863
"878",139.2,33,8.2,0.9,4.2,21.2,1.2,3.1,444,0.8,2.3,"Front",5250000,38,0.8,418.542465753425
"879",69,29,11.8,1.9,6.3,32.2,0.7,5.2,535,0.7,4.5,"Front",12921348,81,1.3,287.394520547945
"880",126.8,20,1.5,0.4,1.1,4.8,0.3,0.5,75,0.1,0.5,"Front",815615,15,0.1,329.6
"881",65,20,4.8,0.6,3,16.7,0.9,1.8,312,0.4,1.3,"Front",3086784,74,0.6,1505.16712328767
"882",78.8,27,3,3.3,1.9,14.2,0.4,1.2,165,0.3,0.9,"Back",2000000,59,1,207.78904109589
"883",56,25,17.5,2.7,3.9,33.1,2.6,6.3,193,2.3,4,"Front",16500000,57,1.6,1123.72328767123
"884",140,31,4.2,0.4,3.2,11.6,0.7,1.7,356,0.1,1.5,"Front",15280000,31,1.1,1267.8825136612
"885",86.2,22,5.8,1,1.4,15.5,0.9,1.9,306,1,0.9,"Back",1594590,52,0.7,1.14285714285714
"886",51.8,25,18.6,2.4,5.5,33.4,2.2,7,200,2.3,4.7,"Front",16000000,80,1.3,382.008219178082
"887",136.5,26,7.2,3.9,3.2,22.5,1,2.8,441,0.6,2.1,"Front",3000000,73,1.1,161.939726027397
"888",59,36,4.7,0.4,2.1,12.4,0.5,2,10,0.2,1.8,"Back",1471382,22,0.9,19.5464480874317
"889",152.8,20,0.9,0.1,1.2,3.2,0.2,0.3,62,0,0.3,"Front",1414920,9,0,201.452054794521
"890",40,35,7.7,3.5,1.7,19.5,1,3.2,391,0.2,3.1,"Back",15453126,55,1.2,2899.98633879781
"891",63.5,26,6.9,1.3,1.9,27.4,0.5,2.5,460,1.4,1,"Back",9821429,75,0.5,362.408219178082
"892",120.8,27,4.2,0.6,3.3,16.1,0.6,1.6,115,0.4,1.2,"Back",77250,39,0.5,78.386301369863
"893",106.8,24,4.3,0.9,1.9,16.7,0.7,1.5,182,0.6,0.9,"Back",1312611,63,0.4,73.1041095890411
"894",57.5,32,11.7,1.6,4.4,33.9,1.1,4,20,2.5,1.5,"Front",7400000,67,0.8,843.309589041096
"895",86.2,30,6.3,1.2,4.7,17,1,2.6,59,0.1,2.5,"Front",9571137,68,0.9,221.232240437158
"896",133.2,25,12.8,4.7,2,21.8,1,5.4,77,1.1,4.3,"Back",784160,36,1.2,712.071232876712
"897",91.8,22,9.9,1.2,4.8,19.1,1.4,3.7,308,1.1,2.6,"Front",2441400,73,0.8,492.832876712329
"898",60.8,26,5.8,0.6,6.6,20.2,0.8,2.5,480,0,2.5,"Front",16400000,53,0.7,4731.6
"899",113.2,26,8.9,0.6,1.6,20.5,0.7,2.9,121,2.3,0.6,"Back",3408520,79,0.7,180.452054794521
"900",145.8,23,6.3,0.8,3,14.6,1,2.4,523,0.5,1.9,"Front",1842176,21,0.9,122.986338797814
"903",103.2,23,4.1,1.9,1.8,12.6,0.4,1.7,149,0.3,1.5,"Back",1524305,54,0.7,25.3060109289617
"904",66.8,25,11.7,2.3,3.4,28.5,1.5,4.3,261,1.7,2.6,"Back",5821260,72,1.1,433.709589041096
"906",63.8,22,7.8,4.4,1.8,23.4,1.2,3,488,0.6,2.4,"Back",1312611,71,1.8,669.213114754098
"907",101.2,28,6.7,0.7,4.6,16.8,0.9,2.8,537,0.2,2.7,"Front",1709538,66,0.7,406.912568306011
"908",49,28,19.4,5.2,5.1,30.9,3.2,7,152,2.2,4.8,"Back",3290000,52,2.3,817.592896174863
"910",75.2,35,6.5,1.2,9.1,25,1.3,2.6,94,0,2.6,"Front",13000000,46,1.3,899.772602739726
"911",64.2,21,5.1,2.8,1.6,17.9,0.9,1.8,267,0.5,1.3,"Back",1471382,82,0.7,534.980821917808
"912",130.5,37,0.6,0.4,0.7,5.1,0.1,0.2,205,0.1,0.1,"Front",2328652,14,0.1,594.117808219178
"914",3.5,25,23.1,4.3,5.2,34,3.9,8.5,382,2.1,6.4,"Back",21000000,75,2.9,1703.54246575342
"915",45.5,41,5.4,1.2,2.6,17.7,0.5,2,87,1,1,"Back",8000000,58,0.6,4776.07671232877
"917",101.8,21,5.4,0.7,1.1,11.4,0.9,2,28,0.6,1.4,"Back",2254292,7,0.6,11.9102040816327
"918",64.2,30,11.2,1,2.8,26.5,0.9,3.7,146,2.9,0.8,"Back",6270000,77,0.7,267.202739726027
"919",91.2,23,9.3,1.9,1.6,19.8,1.3,3.3,445,1.4,1.9,"Back",1312611,35,1.5,7.53257790368272
"921",151.8,30,5.4,0.8,2.9,20.1,0.6,2,262,0.8,1.2,"Front",5881260,74,0.7,5.0521978021978
"922",71.2,31,12.7,2.7,3.1,33.8,1.3,4.5,318,2.4,2.1,"Back",17884175,63,1.3,294.986301369863
"923",65.8,27,15.7,4.1,5,33.1,2.2,5.7,32,1.9,3.8,"Back",3533333,81,1.8,200.052054794521
"924",79.2,24,12.8,2.4,7,28,2.1,5.3,91,0,5.3,"Front",3704160,73,1.5,559.539726027397
"925",112.2,27,4.6,0.2,2.9,10.2,0.8,1.9,425,0,1.9,"Front",1471382,42,0.5,173.25956284153
"926",76,23,5.1,0.7,3.8,10.3,1.2,1.9,212,0.1,1.8,"Front",1435750,48,0.7,649.586301369863
"927",143.2,30,10,2.1,5.4,31.7,1.2,3.8,95,1.2,2.6,"Front",12016854,74,1.2,291.931506849315
"929",97.8,24,10.2,2.5,3,27.8,1,3.8,160,1.6,2.2,"Back",1312611,82,1,833.775342465753
"930",90.8,20,4.4,0.8,3.3,15.8,0.4,1.7,102,0.5,1.2,"Front",3057240,66,0.9,657.221917808219
"931",52.8,22,16.7,3,3.9,27.3,3.6,5.7,286,1.8,3.9,"Back",3202217,24,1.8,1470.18904109589
"932",69.5,36,14.5,2.2,6.7,25.6,1.4,6.1,421,0.9,5.3,"Front",12307692,59,2,718.333333333333
"933",55.2,33,5.4,1.6,4.7,14.1,1.1,2.2,387,0,2.2,"Front",3477600,69,1,1183.57650273224
"935",50.8,23,16,3.7,7.4,33.8,2.4,6,189,1.6,4.5,"Front",21590909,78,2.1,960.906849315068
"936",73.2,22,5.9,1.7,1.3,12.9,0.8,2.1,229,0.9,1.2,"Back",1914480,50,0.8,590.438356164384
"937",121,25,4,0.3,1.9,11.4,0.4,1.5,371,0.5,1,"Front",1378242,61,0.4,307.257534246575
"938",76.2,28,9.4,1.3,7.5,28.3,1.9,3.2,13,1.2,2,"Front",6957105,81,0.9,378.257534246575
"939",45,32,13.6,4.2,6.7,29,1.1,5.7,236,1.1,4.6,"Front",28928710,68,1.5,2370.59452054795
"940",80.8,27,8.8,2,3.7,21.5,1.8,3,82,1,2,"Back",11536515,64,1,292.027397260274
"941",55.5,25,5.3,0.6,1.5,19,0.4,1.8,1,1.3,0.5,"Back",3667645,31,0.5,8.31147540983607
"942",108.5,24,9.2,3.1,2.7,21.2,2,3.1,95,1,2.1,"Back",77250,25,1.7,365.704109589041
"943",91.8,25,11.1,1.1,5.5,20.1,1.8,4.2,300,1,3.2,"Front",4350000,77,1.3,343.630136986301
"945",117,26,4.7,0.4,3.4,13.9,0.4,1.9,339,0.6,1.3,"Front",1349383,72,0.4,412.076712328767
"946",148.2,22,0.9,0.1,1.4,4.6,0.3,0.3,262,0.1,0.2,"Front",838464,14,0,93.572602739726
"947",111.8,26,9.6,1.1,3.4,26.3,1,3.2,117,2.3,0.9,"Back",19332500,43,1.1,185.304109589041
"948",98.8,23,10.9,1.9,3.1,22.8,2.8,3.6,482,0.8,2.8,"Back",3382000,64,1.8,545.035616438356
"949",108.8,25,2.3,0.3,1.8,5.7,0.6,0.8,259,0,0.8,"Front",77250,12,0.1,147.019178082192
"950",95.2,31,3.9,1.2,2.9,10.4,0.6,1.5,263,0.2,1.3,"Front",2393887,51,0.9,371.795081967213
"951",42,25,17.3,1.4,15.6,33.5,3.1,7.1,147,0.1,7,"Front",25434262,79,2.2,980.6
"952",81,35,5.7,3.2,3.7,23.2,0.6,2.2,244,0.7,1.5,"Back",16000000,68,0.8,2418.11780821918
"953",129,24,3.2,1.4,1.2,11,1,0.9,213,0.3,0.6,"Back",354500,17,0.7,5.94808743169399
"954",54.2,23,18.1,2.5,4.8,34.8,2.8,6.8,510,1.6,5.2,"Front",25467250,73,1.9,1815.84657534247
"955",121.5,19,3.8,0.7,0.7,7.1,0.5,1.4,451,0.5,0.9,"Back",1837800,20,0.6,368.569863013699
"957",122.8,22,7.8,0.9,5.4,18.3,1.6,3.1,529,0,3.1,"Front",1952760,59,1,427.909589041096
"958",4,25,25.9,3.9,12,33,6.1,9.5,126,0.9,8.6,"Front",25434263,56,2,972.769863013699
"959",141,33,5,0.7,2.7,16.6,0.7,1.5,479,1.2,0.3,"Front",5750000,65,0.6,272.353424657534
"961",62.2,32,5.6,1.1,4.7,16.1,1,2.1,38,0.4,1.6,"Front",5193600,51,0.8,908.643835616438
"962",92,26,8.1,2.2,2.1,26.7,0.7,3.1,422,1.4,1.7,"Back",13155324,76,0.9,1025.89589041096
"963",75.2,28,9.9,2.4,2.8,30.2,0.7,3.9,63,1.4,2.6,"Back",12000000,63,1.4,571.298630136986
"964",57.8,21,8.9,2.2,7.3,23.3,2,3.4,5,0,3.4,"Front",2955840,82,1.5,395
"965",120,25,3.9,0.2,0.9,8.3,0.4,1.3,340,0.9,0.4,"Back",5460000,19,0.3,382.405479452055
"966",4,22,16.9,7.7,8.8,34.2,3.3,6.8,448,0,6.8,"Back",6434520,79,3.5,6145.05479452055
"967",87.5,26,4.4,0.6,4.6,14.5,1.1,1.6,51,0,1.6,"Front",17000000,54,0.6,486.219178082192
"968",38.8,29,24.5,5.4,7.5,35,5.5,8.3,202,2.5,5.7,"Front",31873932,75,3.4,4820.79726027397
"969",57.2,30,7.3,0.9,4.6,11.7,1.7,2.8,325,0.1,2.7,"Front",9490740,58,1,2231.50410958904
"970",88.8,23,14.2,1.4,8.1,26,1.5,5.6,409,1.5,4.1,"Front",2494346,50,1.5,266.657534246575
"971",40.2,26,14.1,3.8,3.5,27.8,1.9,5.2,56,1.9,3.2,"Back",9000000,70,1.7,1068.9397260274
"972",47.5,29,18,2,4.1,31.8,3,6.4,57,2,4.4,"Front",10500000,81,1.7,730.632876712329
"973",107.2,29,3.9,1.6,1.1,9.5,0.7,1.4,501,0.4,0.9,"Back",838464,36,0.5,334.172602739726
"974",7,25,25.6,5.5,5,36.9,4.4,9.3,40,2.5,6.8,"Back",25434262,82,2.7,944.076712328767
"975",117.5,23,1.4,0.9,0.2,3.6,0.6,0.4,188,0.1,0.3,"Back",56845,16,0.2,38.7753424657534
"976",51.2,21,18.3,3,5.1,33.8,3.8,7,248,0.6,6.4,"Front",5757120,52,2.5,2219.35616438356
"977",103,27,6.8,1.8,1.5,18.9,0.7,2.5,284,1.1,1.5,"Back",14631250,39,0.8,555.082191780822
"979",46,30,12.5,1.2,4.9,28.7,1.4,4.4,310,2.3,2.1,"Front",3382000,81,1,1249.4904109589
"981",59.5,25,11.8,2.1,2.9,28,0.8,4.4,169,2.1,2.3,"Back",3125000,82,1,220.241095890411
"982",46,26,20.7,2.5,5,31.9,2.1,7.6,224,3.4,4.2,"Back",3833760,82,1.8,848.849315068493
"985",105.2,21,2,0.5,3,8.5,0.3,0.9,465,0,0.8,"Front",1740000,21,0.9,260.72602739726
"986",87.8,24,6.3,2.7,1.8,17.8,0.8,2.4,400,0.6,1.8,"Back",3440356,40,1.1,583.218579234973
"987",58.8,24,13.7,3.9,3.8,26.6,2.1,5.2,304,1.2,4,"Back",1702800,40,1.7,510.035616438356
"988",52.8,34,13.4,0.5,5.4,29.4,1.5,4.9,20,2.1,2.8,"Front",2393887,10,0.8,4679.16666666667
"989",60.2,23,13,2.6,4.7,32.2,1.9,4.7,391,1.7,3,"Front",2775000,76,1.5,1419.76164383562
"990",97.8,22,5.2,0.8,4.2,20.3,0.5,2.2,242,0.3,1.9,"Front",1991520,44,0.6,199.369863013699
"991",151.5,30,7.5,1.7,2.8,19.8,0.9,2.7,396,1.2,1.6,"Front",24107258,25,1.3,643.654794520548
"992",86.8,35,3.6,0.6,1.4,9.5,0.3,1.2,175,0.9,0.3,"Front",2393887,36,0.4,1233.72404371585
"993",128.2,25,5.5,2,1.1,15.2,0.9,1.9,415,0.9,0.9,"Back",975824,49,0.9,129.75956284153
"994",153.5,22,6,0.5,5.2,14,0.8,2.6,137,0,2.6,"Front",1544951,64,0.8,242.147945205479
"995",155,21,1.8,0.4,1.2,5,0.4,0.7,345,0,0.7,"Front",838464,29,0.5,121.205479452055
"996",78.2,26,3.3,0.1,2,5.8,0.5,1.2,62,0.4,0.8,"Front",457418,28,0.3,413.016438356164
"997",37.8,33,15.6,8.2,4.6,32,3,5.2,399,2.2,3,"Back",35654150,58,2.6,4358.56438356164
"998",138.8,23,8.2,0.4,4,12,2,2.9,521,0.4,2.5,"Front",1512601,21,0.8,141.61095890411
"999",42.2,27,21,3,4,33.9,2.3,8.2,334,2.4,5.8,"Back",25759766,70,1.5,16.9315068493151
"1000",45,24,16.6,1.4,12.7,33.6,2.5,7.1,89,0,7.1,"Front",15793104,67,1.4,1947.65753424658
"1001",126.8,26,10.1,2.1,6.8,25.4,2.3,3.9,527,0.1,3.8,"Front",13528090,49,1.3,376.098630136986
"1002",51.5,20,16.7,3,2.9,31.8,2.6,6.3,443,1.5,4.9,"Back",4073760,82,2.3,1141.53150684932
"1003",59.5,27,6.5,3.9,3.4,25.2,0.4,2.8,277,0.7,2.1,"Back",7945000,82,1,388.158904109589
"1004",121.8,33,4,1.1,1.6,12.6,0.4,1.6,297,0.5,1.1,"Back",12253780,34,0.4,263.87397260274
"1005",77.8,26,4,0.6,3.6,12.4,0.8,1.6,164,0,1.6,"Front",8470980,60,0.6,110.753424657534
"1006",39,22,21.1,7,3.9,30.2,2,8.1,433,2.9,5.2,"Back",7019698,81,3.1,1142.07671232877
"1009",126.5,23,5.4,1.2,3.1,17.1,1,2.2,270,0,2.2,"Front",1544951,24,0.7,440.531506849315
"1010",5.2,28,25.8,6.9,4.6,35.5,5.9,8.5,305,3,5.6,"Back",27977689,80,2.7,2140.83835616438
"1011",104,26,4.9,0.4,2,11.7,0.6,1.8,298,0.8,0.9,"Back",77250,32,0.3,574.186301369863
"1012",118.2,24,10.7,1.8,3.6,27.5,1,4,144,1.7,2.2,"Back",1378242,73,1,148.046575342466
"1014",110.8,26,5.7,1,3.4,13.8,0.8,2.2,472,0.4,1.8,"Front",1378242,66,0.5,357.953424657534
"1015",49.8,30,19.8,2.6,6.1,30.3,5.4,6,177,2.4,3.6,"Front",21587579,68,1.5,458.26301369863
"1016",81.2,31,10.3,1.6,4,27.7,0.5,3.7,197,2.5,1.2,"Back",10000000,80,0.9,1115.19452054795
"1017",96.8,31,3,0.8,2.9,14.5,0.2,1.2,122,0.5,0.7,"Front",2487000,64,0.3,133.346994535519
"1018",66.5,23,6.9,2.6,1.6,15.8,1.6,2.4,161,0.4,2,"Back",10600000,42,1.2,633.194520547945
"1019",73.8,25,9.4,1,3.6,25.1,1.4,3,237,1.9,1.1,"Front",247827,39,0.9,238.043835616438
"1020",69,24,10.6,1.6,5.6,25,1.6,3.8,437,1.5,2.3,"Front",2526840,81,1.2,962.67397260274
"1021",115.8,28,8.2,2.1,1.9,25.5,0.8,2.7,348,1.9,0.8,"Front",2205000,69,0.9,157.586301369863
"1022",52.5,31,11.2,6,3.1,28.2,2.1,4.1,110,1,3,"Back",10000000,76,1.6,365.631147540984
"1023",115.5,23,3.6,0.9,1.5,11.3,0.5,1.3,321,0.6,0.6,"Back",77250,8,0.8,57.4739726027397
"1024",123.8,26,6.5,1.1,3.2,19.3,1.1,2.5,382,0.5,2,"Back",1512601,51,0.6,293.457534246575
"1025",71.8,26,8,1.3,3.5,21.5,0.7,2.7,48,1.9,0.8,"Front",7000000,76,0.6,226.561643835616
"1027",39,21,17.3,7.3,3.8,31.4,3.7,6.2,171,1.1,5.2,"Back",5470920,81,2.8,843.241095890411
"1028",116,20,5,3.2,2.7,19.7,0.4,2,344,0.6,1.4,"Back",949000,50,1.5,243.002739726027
"1030",55.5,20,16.3,1.8,10.3,30.7,2,7.2,25,0,7.2,"Front",8175840,71,1.8,2131.25205479452
"1031",53.2,30,11,2.3,13.1,29.7,2.7,4.1,276,0,4.1,"Front",22897200,69,2.2,1508.03287671233
"1032",89.8,26,8.7,3.3,3.5,22.7,1.6,3.2,522,0.7,2.6,"Back",2536898,75,1,343.983561643836
"1033",35.2,29,21.2,6.2,6,34.9,4.8,8.2,135,0.1,8.1,"Back",27739975,77,2.6,3255.27123287671
"1034",45,28,16.3,3.6,8.2,25.7,3.5,5.9,115,0.9,5.1,"Front",5337000,30,2.4,3318.99726027397
"1035",128.8,32,11.1,1.3,5.2,25.4,2.7,3.4,90,1.6,1.8,"Front",15400000,67,1.1,274.643835616438
"1036",127.8,24,3.7,0.8,0.5,6.5,0.7,1.3,252,0.3,1,"Back",170107,6,0.2,205.060109289617
"1037",43,25,15.5,4.1,3.6,29.3,2.4,5.8,439,1.6,4.2,"Back",15500000,79,2.2,966.328767123288
"1038",49.2,21,13.6,4.8,2.9,28.5,1.9,5.2,453,1.3,4,"Back",3819960,53,2.9,877.224657534247
"1039",69.8,25,2.6,0.3,0.9,7.5,0.3,1,83,0.3,0.8,"Back",500000,32,0.3,149.578082191781
"1040",122,27,11.8,1.2,7.4,23.2,2,4.8,163,0.2,4.6,"Front",16900000,76,1.1,397.13698630137
